Headline,Body ID,Stance
"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",2240,unrelated
Matt Taibbi Disappears From Omidyar’s First Look Media,82,unrelated
Brian Williams slams social media for speculation weatherman Mike Seidel relieved himself on air,1406,unrelated
Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters,1565,unrelated
"Report: new 12-inch MacBook Air slims down, has single USB port",1344,discuss
Star Wars 7: JJ Abrams want to move release to summer 2015,512,discuss
ISIS fighters ‘have contracted Ebola’,1948,unrelated
Dog found abandoned outside railway station with suitcase of his belongings,2272,unrelated
Fence-jumper made it farther in White House than Secret Service let on,2266,unrelated
Moment Michael Brown was shot dead 'caught on audio recording': FBI handed potentially damning tape of ELEVEN shots being fired - including final volley of 'kill shots',2248,unrelated
Is Kim Jong-Un Really Opening a Restaurant in Scotland?,2314,unrelated
WTC rats scare off Anna Wintour,2031,agree
Crazy iPhone rig shows how Chinese workers manipulate App Store rankings,796,unrelated
Zack Snyder Makes Fun of Stolen Batmobile Rumor with New Image,2519,agree
Macaulay Culkin Dead: Internet Death Hoax Claims Actor Found Dead In Apartment,1545,agree
Apple in talks to become launch partner for cable-free HBO Now service,551,unrelated
Has North Korean dictator Kim Jong-un been replaced by his sister?,472,unrelated
Tourist wakes to find strange red trail on his stomach - and discovers a spider has burrowed through his appendix scar and crawled UNDER his skin while on holiday in Bali,2078,unrelated
US airstrike targets Al Shabaab leader Ahmed Abdi Godane in Somalia,2506,unrelated
"Report: Apple Watch to start at $500 in stainless steel, thousands for gold model",829,unrelated
Mexico finds 4 more graves at site of suspected student massacre,702,discuss
"Wildest Apple Watch rumor yet: 100,000 apps at launch",755,unrelated
Media outlets identify 'Jihadi John',1308,unrelated
Mystery man slaps shoppers around head for sneezing,402,agree
Report claims Kim Jong-un underwent surgery to repair fractured ankles,1296,discuss
"Forget 18-karat gold, next-generation Apple Watch Edition could use platinum: Report",1790,unrelated
"Apple Watch users will need to recharge nightly, company still working to improve uptime before launch",470,discuss
Amazon's first brick-and-mortar store said to open in Manhattan,676,unrelated
US Lawmaker: Ten ISIS Fighters Have Been Apprehended Coming Across Southern Border (Video),972,unrelated
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",1385,unrelated
Nigeria Boko Haram blamed for raids despite truce claim,1125,unrelated
"Big Bank Hank, US rapper and Sugarhill Gang founder member, dies at 57",536,discuss
NEWS/ You'll Never Guess How a Homeless Man Spent $100—Watch the Touching Video!,794,disagree
CNN Expert on Brown Audio: At First I Thought ‘Someone’s Trying to Punk CNN’,776,unrelated
"Fidel Castro Rumors Sweep Internet, but No Sign in Cuba",220,unrelated
ISIS Seemingly Beheaded American Journalist James Wright Foley,1295,unrelated
Watch marine take sniper shot to the head and live,1724,unrelated
Anna Wintour 'refuses to work at new World Trade Center Vogue office due to rat infestation',1769,unrelated
The Story Of The High School Trader Who Made $72 Million Is A Rumor Spun Out Of Control,2132,unrelated
‘Jihadi John’: The Islamic State killer behind the mask is a young Londoner,831,discuss
Journalist James Wright Foley reportedly beheaded by ISIS,511,unrelated
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,1009,discuss
Breaking: Soldier shot at National War Memorial in Ottawa,0,unrelated
Amazon.com to open first physical store in Manhattan: DJ,1369,unrelated
Did a plumber's pick-up truck from Texas end up carrying an anti-aircraft gun for Islamic fighters on the front lines of Syria?,917,unrelated
Rumor Robert Plant Ripped Up $800 Million Contract To Reunite Led Zeppelin Called 'Rubbish',734,discuss
It's back! The incredible new Batmobile takes a spin around Detroit... after rumors it had been STOLEN,1529,discuss
Jihadi John ‘identified as British man from West London’,1256,unrelated
Web of confusion as scientists cast doubt on man's claims that a spider burrowed into his stomach through his SCAR,1500,unrelated
Jordan’s King May Participate Personally In ISIS Raids,1083,unrelated
A soldier has been shot at Canada’s war memorial just steps away from the nation’s parliament,1437,discuss
Boko Haram 'to release abducted schoolgirls' as part of ceasefire agreement,402,unrelated
ISIS cracks down on five confirmed Ebola cases among fighters: official,2180,discuss
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,777,unrelated
Sugarhill Gang's Big Bank Hank Dead At 57,1979,unrelated
Nicaragua Meteorite Impact Theory May Be Meteor-wrong,1722,discuss
Pictured: Libyan Islamist rebels pose with planes seized from Tripoli airport as U.S. officials warn they could be used to carry out terrorist attack on 9/11 anniversary,1073,unrelated
WAS NBC METEOROLOGIST MIKE SEIDEL PEEING IN THE SNOW ON CAMERA? A TESTY BRIAN WILLIAMS EXPLAINS,40,unrelated
For sale: Tiger's former island in Sweden,1375,agree
"Comfort eating? Chinese woman, 26, spends an entire WEEK in KFC after being dumped by boyfriend",1225,agree
"Christian Bale passes on role of Steve Jobs, actor reportedly felt he wasn't right for part",286,unrelated
Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,1780,discuss
Comcast gets customer fired for complaining about poor service,32,unrelated
Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border,1764,discuss
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",2129,unrelated
Tropical spider burrows under man's skin through scar,214,unrelated
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",459,unrelated
ISIS Seemingly Beheaded American Journalist James Wright Foley,2525,unrelated
Audio of gunfire in Michael Brown case authenticated by app company,2118,discuss
Report of Kim Jong-un’s ankle injury add fuel to rumours about his absence,186,unrelated
Iraqi media: ISIS militants have contracted Ebola,950,unrelated
"Report: Apple Watch to start at $500 in stainless steel, thousands for gold model",731,unrelated
Durex is not confirming or denying rumors of a “pumpkin spice” condom,1530,unrelated
America's oldest time capsule unearthed at Boston statehouse after being buried in 1795 by Sam Adams and Paul Revere,2288,agree
Banksy 'Arrested & Real Identity Revealed' Is The Same Hoax From Last Year,258,unrelated
"""This is the recording you thought you'd lost forever""",1640,agree
Seth Rogen to Star as Steve Wozniak in Sony's Steve Jobs Biopic [Updated],1197,unrelated
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,1195,discuss
Nicaragua Meteorite Impact Theory May Be Meteor-wrong,2129,unrelated
Zack Snyder’s ‘Batman V Superman: Dawn Of Justice’ Stolen Batmobile Rumor Put To Rest,1313,agree
BREAKING: British-born hostage 'KILLED in failed rescue attempt',2411,unrelated
Vigilantes cut off alleged rapist's penis,1291,unrelated
Apple may launch 12-inch MacBook Air with Retina Display,388,unrelated
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",1722,discuss
#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,903,unrelated
$YUM Serving Up #Marijuana & Fried Chicken,1973,agree
Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,620,discuss
Islamic State claims it executed American photojournalist James Foley,1873,unrelated
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",1786,unrelated
Matt Taibbi on leave of absence from First Look Media,2299,unrelated
Nun who had no idea she was pregnant gives birth after going to hospital with stomach pains,2192,unrelated
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,1589,agree
James Foley remembered as 'brave and tireless' journalist,206,agree
"RCMP release security footage of Michael Zehaf Bibeau during attack, say he shot soldier in back",1569,agree
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,1379,discuss
Kim Jong-Un's Scottish Dog Meat Restaurant Is Probably Fabricated Shite,551,unrelated
Christian Bale in Talks to Play Steve Jobs (Exclusive),2360,unrelated
US probing claims ISIS fighters seized airdropped weapons meant for Kurds,1485,discuss
Report: Christian Bale Drops Out Of Steve Jobs Biopic,1658,unrelated
Now the Vogue Rats Are Chewing Through Couture,959,discuss
White House fence-jumper made it far deeper into building than previously known,2403,unrelated
Report: Possible audio tape of Michael Brown shooting,1808,unrelated
"Wife, child of Islamic State head Abu Bakr al-Baghdadi held in Lebanon, officials say",1468,discuss
Iraqi and Kurdish media reports cases of Ebola among Islamic State fighters in Mosul,2138,discuss
Alleged audio of Michael Brown shooting has surfaced,2367,unrelated
"Boko Haram Denies Truce, Says Kidnapped Girls Have Been “Married Off”",2139,agree
WSJ: Apple cut watch health features due to erratic sensors,1658,unrelated
Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,1949,unrelated
Macaulay Culkin Dead? Another Death Hoax Circulates On Facebook,2175,unrelated
Macaulay Culkin dead: Actor is victim of another death hoax,2523,unrelated
Shots Heard In Alleged Brown Shooting Recording [AUDIO],2020,unrelated
"Kim Yo Jong, Kim Jong-Un’s Sister, Takes Control of North Korea While Brother Gets Treatment?",755,unrelated
Apple Watch battery will require nightly charging,1069,unrelated
Kim Jong-un: obese leader 'fractured both ankles',2022,discuss
"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",2139,discuss
Journalist James Wright Foley reportedly beheaded by ISIS,2067,discuss
Shocking! Chinese parents sell their son to fund for daughter’s Cancer treatment,1698,agree
"No, Pumpkin Spice Condoms Are Not A Real Thing",242,unrelated
Rats are still running around at Vogue,2498,agree
Christian Bale Exits Steve Jobs Movie (Exclusive),1131,discuss
'Hairgate': iPhone hit by new social media storm,689,unrelated
Star Wars: The Force Awakens to be released this summer?,1213,unrelated
ISIS executioner 'Jihadi John' named by media,2125,unrelated
Islamic State claims to have beheaded American journalist,2070,unrelated
"Priest Dies, Wakes Up, Claims God Is a Woman. Huh?",572,unrelated
Hospital: Man not being treated for Ebola in Kansas City,1586,unrelated
Mystery man slaps shoppers around head for sneezing,2156,unrelated
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,2296,unrelated
ISIS Executioner 'Jihadi John' Is Named as Mohammed Emwazi,2531,unrelated
"11 Tripoli Planes Still Missing, Sparks 9/11 Concerns",299,unrelated
Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’,2106,discuss
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,1027,discuss
"Suspected meteorite leaves crater in Managua, is linked to asteroid",2307,unrelated
ISIS Beheads American Journalist,2067,agree
Scientists Doubt That Meteor Caused Crater In Nicaragua,345,unrelated
"What was fake on the Internet this week: Obama’s peace prize, pumpkin-spice condoms and insane winter snow",550,agree
BATMAN VS. SUPERMAN BATMOBILE STOLEN,137,unrelated
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",1195,discuss
Video shows ISIL beheading of photojournalist James Foley,2453,unrelated
Google Grows With $1.6 Billion in California Office Deals,1938,unrelated
"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS",586,unrelated
Senior Western Intelligence Official Confirms London Rapper Abdel Majed Abdel Bary Is A Suspect In The Foley Killing,1933,unrelated
"Kayla Jean Mueller, U.S. hostage, killed in Jordan airstrike, ISIS claims",2387,discuss
"Led Zeppelin Reunion: Robert Plant Rips Up $300 Million Contract, Refuses To Rejoin Legendary Band",2508,unrelated
"Fidel Castro Is Dead, According to Viral Twitter Rumors",879,unrelated
Report: Fence jumper made it into East Room of White House,1916,unrelated
Terrorism fears rise amid reports of stolen jetliners,1256,unrelated
"NYPD to stop arresting for low-level marijuana charges, will issue tickets instead: source",1528,unrelated
Here's video of a bird pooping on Vladimir Putin in the middle of a speech,1087,agree
Meteorite strike in Nicaragua puzzles experts,373,unrelated
Saudi Arabia Cleric Issues Fatwa Against Building Snowmen,924,agree
SHOCK CLAIM: PGA Golfer Says Tiger Woods Is Suspended For Failed Drug Test,550,unrelated
Google to Buy Redwood City Offices for $585M,1240,discuss
Guru who ordered 400 followers to be castrated 'so they could be closer to God' is investigated for grievous bodily harm in India,1255,discuss
"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",2388,discuss
Watch moment TV weatherman is caught urinating in the bushes LIVE on camera,1854,unrelated
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,1009,unrelated
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,206,unrelated
Pictured: Libyan Islamist rebels pose with planes seized from Tripoli airport as U.S. officials warn they could be used to carry out terrorist attack on 9/11 anniversary,2309,unrelated
Audio recording allegedly captures at least 10 shots fired in Michael Brown killing,1893,unrelated
CBS News Names Canadian Parliament Shooting Suspect,530,unrelated
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",446,discuss
Officials shoot down congressman's claims ISIS terrorists are running across US-Mexico border,1483,unrelated
"The gold Apple Watch Edition could set you back a whopping $4,999",1595,discuss
Anyone for dog meat soup? Kim Jong-Un considers opening restaurant in Scotland selling North Korean delicacies,2225,discuss
How Canadian Sergeant-at-Arms Kevin Vickers killed shooter in parliament,2104,unrelated
ISIS: Desperate mum told 'you've just eaten your son' after visiting militants' base in search of kidnap victim,204,unrelated
"Comcast Turns Complaints Back On Customer, Gets His Employer To Fire Him",2447,unrelated
'They ate through the ceilings and pooped on the keyboards': Rats are 'taking over' Vogue's new World Trade Center office and Anna Wintour 'no longer wants to work there',298,unrelated
CNN Plays Alleged Recording of Michael Brown Shooting,1692,discuss
Report: Fence jumper made it into East Room of White House,1365,discuss
"Tropical spider burrows under man's skin, lives there for three days",2526,unrelated
Was Heart-Tugging Viral Video Of Generous Homeless Man All A Hoax?,1940,unrelated
"Apple Watch Stainless Steel variant reportedly priced at $500, $4,000 for the gold variant",2201,discuss
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,2338,discuss
Isis claims US hostage Kayla Mueller killed in coalition airstrike,295,unrelated
Report: Israeli-Canadian woman fighting Islamic State has been kidnapped by terror group,2087,unrelated
"How did Fake Chinese News Site Dupe Washington Post, Atlantic, BBC?",1933,unrelated
Met police denies reports of Banksy arrest,1940,agree
Militant Group Says It Killed American Journalist in Syria,1288,discuss
"Teen Made $72 Million Trading Stocks, Confirms Teen Dominance Worldwide",1167,discuss
’6 Days Darkness in December 2014′ 100% Fake; NASA Confirmed 3 Days Total Darkness Hoax as Well,348,agree
Will King of Jordan lead airstrikes on ISIS HIMSELF? Reports say trained pilot plans to take part in attack after quoting Clint Eastwood's Unforgiven to Congressmen,2433,discuss
ISIL video claims beheading of kidnapped journalist James Foley,1385,unrelated
Hundreds mourn the 'death' of Fidel Castro after rumours sweep Twitter (but are they confusing him with recently departed Fidel Castro Odinga from Nairobi?),181,unrelated
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",2526,unrelated
"U.S. accidentally delivered weapons to the Islamic State by airdrop, militants say",1708,unrelated
Apple 'working on 12-inch MacBook Air',2497,discuss
"Boko Haram denies cease-fire, leader says he married off kidnapped girls",903,unrelated
Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters,972,unrelated
Islamic State claims it executed American photojournalist James Foley,2047,discuss
WHO says reports of suspected Ebola cases in Iraq are untrue,2034,unrelated
Rapper Big Bank Hank of Sugarhill Gang dies at 57,2398,agree
"Jess Smith, 19, Claims She Was Teletubbies' Giggling Baby: What Did She Get Paid?",2265,unrelated
CNN Plays Alleged Recording of Michael Brown Shooting,1921,unrelated
Alleged Ottawa gunman: What we know so far about Michael Zehaf-Bibeau,1883,unrelated
Purported ISIS claim: Jordan airstrike kills female US hostage,1252,unrelated
Journalist James Wright Foley reportedly beheaded by ISIS,2296,unrelated
"A message from Jim's mom, Diane Foley:",826,unrelated
Judicial Watch's Farrell: ISIS Terrorists Did Cross Mexican Border,167,unrelated
"Reports: Jihadists Steal Commercial Jets, Raise 9/11 Fears",1588,unrelated
Boko Haram ceasefire ignored as violence flares in Borno state,821,unrelated
Another American hostage at risk by Islamic state,1166,unrelated
This Woman Exposed Her Cheating Boyfriend With A Brilliant Christmas Gift,687,unrelated
The @FoxNewsPress Account Tweeting Lawsuit Threats Is a Fake,1795,unrelated
PopWatch Teenager fights for the right to be recognized as Teletubbies' smiling sun-baby,2391,unrelated
Incredible Video Shows A US Marine Surviving Being Shot In The Head By A Sniper In Afghanistan,860,unrelated
Banksy 'Arrested & Real Identity Revealed' Is The Same Hoax From Last Year,1802,unrelated
ISIS executioner 'Jihadi John' named by media,1219,discuss
Kurds fear Isis use of chemical weapon in Kobani,1940,unrelated
Missing American journalist reportedly beheaded by Islamic State ,578,discuss
NET Extra: Back-from-the-dead Catholic priest claims God is a female...,1423,unrelated
#RIPFidel fuels false rumors of Cuban leader's death after another Fidel Castro dies,879,unrelated
Man chops off own penis after being dumped by his girlfriend,2496,agree
Obama: murder of James Foley 'shocks the conscience of the entire world',1627,unrelated
"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",1430,discuss
"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",1891,discuss
Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',267,unrelated
"Teen Made $72 Million Trading Stocks, Confirms Teen Dominance Worldwide",313,unrelated
#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,1289,unrelated
"Mexico hit by student massacre: At least 17 anti-corruption protesters 'rounded up, murdered and dumped in a mass grave' - and another 26 are missing",1825,unrelated
This Letter To Parents From A 1970s Lego Set Contains An Important Message For Gender Equality,1605,unrelated
WHO says reports of suspected Ebola cases in Iraq are untrue,903,unrelated
See the Crater a Meteorite Made in Nicaragua,2129,unrelated
Tiger Woods serving secret PED suspension?,550,unrelated
Two blokes dared to eat 20-year-old burger for charity,2367,unrelated
"No, Saudi TV Didn't Blur Out Michelle Obama's Face When the President Met King Salman",1268,unrelated
Customer: I was fired for Comcast complaint,2058,discuss
IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,936,discuss
YPG Confirms: Gill Rosenberg Not Captured in Kobani,1040,unrelated
ISIS video showing beheading triggers international response,1802,unrelated
#Hairgate: iPhone 6 users say device pulls out hair,1427,unrelated
Dera Sacha Sauda Chief Forced Castration of 400 Devotees? CBI Files Case Against 'MSG: The Messenger of God' Actor,2187,unrelated
Kim Jong-Un 'bans the name Kim Jong-un',2032,discuss
Nigeria says it has deal with Boko Haram to release kidnapped girls,1019,unrelated
Video messaging service verifies timing of CNN audio recording,1435,unrelated
Would you take a bite out of the world's oldest burger? Men keep Quarter Pounder they bought 20 YEARS ago for a friend who never showed up to meet them,2531,unrelated
"Canadian woman 'captured by ISIS in Syria' says she is actually fine and still fighting the jihadists, despite kidnap reports",1319,unrelated
The Case of the Stolen Batmobile Has Been Solved,917,discuss
The Internet Tried To Make Axl Rose Its Latest Death Hoax Victim,115,unrelated
Man Chops Off and Throws Away His Small Penis After Bad Breakup,908,unrelated
IPhone 6 users are tearing their hair out,1867,discuss
"Report: ISIS kidnaps Canadian-Israeli, former IDF soldier who went to fight with the Kurds",2302,discuss
Sources: Guns N' Roses Frontman Axl Rose Found Dead in West Hollywood Home at Age 52,2240,unrelated
Kim Jong-un 'Had Surgery on Fractured Ankles',524,unrelated
Web of confusion as scientists cast doubt on man's claims that a spider burrowed into his stomach through his SCAR,1848,unrelated
"Google to buy big chunk of Pacific Shores, iconic Redwood City office park",0,unrelated
Amazon is opening its first physical store,986,unrelated
Seth Rogen to play Woz in Jobs biopic,1644,unrelated
Lego letter to parents in 1974 on gender equality still resonates 40 years on,1926,unrelated
"Rats at Vogue's NYC offices - watch your step, Anna Wintour",2031,agree
ISIS fighters ‘have contracted Ebola’,1004,unrelated
"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",2191,discuss
US officials: Video shows American's execution,1116,discuss
IS using scorpion bombs to terrify Iraqi civilians,2175,unrelated
"Web Portal publishes death of ""Dog Whisperer""",2184,unrelated
‘Photo of slain IS leader’ reported to be doctored,1222,unrelated
"Report: Apple Watch to start at $500 in stainless steel, thousands for gold model",1240,unrelated
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",539,unrelated
REPORT: Apple Isn't Happy With The Battery Life Of Its New Smartwatch,2252,unrelated
Christian Bale to play Steve Jobs in upcoming biopic,1131,discuss
HBO and Apple in Talks for $15/Month Apple TV Streaming Service Launching in April,2028,unrelated
Michael Phelps' girlfriend was born male but did not tell swimmer about her past,1820,agree
Saudi Arabia 'fatwa over building of snowmen',213,unrelated
400 men cut their testicles off believing it would help them meet God,1731,unrelated
"Small meteorite strikes Nicaragua, government says",524,unrelated
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,1646,unrelated
"Hostage David Haines' Murder 'Evil', PM Says",2348,agree
"Big Bank Hank, co-founder of the Sugarhill Gang, has died",1143,unrelated
Was Alleged Audio of Michael Brown Shooting on CNN a Hoax?,2234,unrelated
Steve Jobs Biopic Eyes Seth Rogen to Play Apple Co-Founder Steve Wozniak,1539,unrelated
Resetting iOS 8 Preferences May Wipe iCloud Files,243,discuss
Saudi cleric says snowmen are anti-Islamic,26,unrelated
Canadian official identifies dead Ottawa gunman as Michael Zehaf-Bibeau,107,unrelated
Here's video of a bird pooping on Vladimir Putin in the middle of a speech,1028,unrelated
SHOCK CLAIM: PGA Golfer Says Tiger Woods Is Suspended For Failed Drug Test,431,discuss
Wife and son of Isil leader Abu Bakr al-Baghdadi 'detained at Lebanon border',703,disagree
PopWatch Teenager fights for the right to be recognized as Teletubbies' smiling sun-baby,2256,unrelated
New Rumour Suggests Apple Watch to Launch in February,978,discuss
Eggnog-chugging contest leads to hospital stay,1355,unrelated
New Audio Shows Michael Brown Was Shot at 11 Times,938,unrelated
Israeli Canadian fighting ISIS posts on Facebook: I'm safe and secure,1168,discuss
An audio recording of the Michael Brown shooting has reportedly surfaced,2248,unrelated
Texas Truck Winds Up in Syria With Islamic Militants,13,unrelated
Video: Islamic State Claims to Have Captured US Weapons Airdrop Near Kobane,2397,discuss
"Woman detained in Lebanon is not Isis leader’s wife, says Iraq",887,unrelated
KIM DINE WITH ME: Porky president Kim Jong-un to open UK restaurant serving DOG,1047,discuss
Audio recording allegedly captures moment Michael Brown was shot,2235,discuss
Reports: Boko Haram may release schoolgirls as part of deal,2530,discuss
KC hospital: Patient does not have symptom profile of Ebola,2186,unrelated
US drones hunt Isis leader in Syria,1538,unrelated
Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,1603,unrelated
"Boko Haram claims to have German hostage, denies ceasefire",1178,unrelated
Is Kim Jong-un’s sister now the power behind the North Korean throne?,490,unrelated
That Boko Haram Ceasefire in Nigeria Isn’t A Ceasefire,1540,disagree
Rat problem worsens at One World Trade Center offices of Conde Nast,2498,agree
Man discovers spider living under his skin during Bali vacation,1375,unrelated
"Jihadi John named as Mohammed Emwazi, from west London",2349,agree
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",1906,unrelated
"Audio captured at time of Michael Brown shooting, company says",1461,discuss
Spider burrowed through tourist's stomach and up into his chest,2459,unrelated
The Pumpkin-Spice Condom Is Just a Figment of Your Own Gross Imagination,2269,agree
What Glenn Beck Fears May Be Done With the 11 Missing Jets,1865,discuss
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",1921,unrelated
"Despite ceasefire announcement, new Boko Haram attacks reported",34,unrelated
'Hairgate': iPhone hit by new social media storm,2476,discuss
Second person rushed to hospital with Ebola symptoms after contact with 'patient zero' Thomas Duncan,1119,unrelated
NET Extra: Back-from-the-dead Catholic priest claims God is a female...,2445,disagree
"Calm down everyone, Banksy hasn't been arrested: 9 clues that it's a hoax",1884,agree
ISIS Reportedly Beheads American Photojournalist in Iraq,1336,discuss
North Korea directive reveals apparent ban on sharing Kim Jong-un’s name,298,unrelated
EXCLUSIVE: New York Mag’s Boy Genius Investor Made It All Up,2052,agree
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',2130,unrelated
Ferguson riots: audio may have captured Michael Brown shooting,1289,unrelated
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",1120,unrelated
Audio recording of Michael Brown being gunned down WAS made at the time he was killed: App company appears to confirm tape of ELEVEN bullets being fired - including final volley of 'kill shots',1803,unrelated
Female teacher facing sack after making SEX TAPE with teenager,285,agree
GCPD Solved Stolen Batmobile Case?,1529,discuss
God Is A Woman – Resurrected Father Narated,1407,agree
‘Photo of slain IS leader’ reported to be doctored,2036,unrelated
WATCH: Bird Launches Airstrike on Putin’s Shoulder (UPDATED),280,unrelated
ISIS Appears To Behead American Photojournalist In YouTube Video,1863,unrelated
Video Messaging App Says Audio Recording Of Michael Brown's Shooting Is Authentic,1808,unrelated
Cheeky vandals paint giant penis on bonnet of £1.5 million Bugatti Veyron sportscar,948,disagree
Did a Meteorite Impact in Nicaragua over the Weekend?,2264,discuss
"Tropical spider burrows under man's skin, lives there for three days",1860,agree
"Apple Watch Stainless Steel variant reportedly priced at $500, $4,000 for the gold variant",403,unrelated
"Big Bank Hank, co-founder of the Sugarhill Gang, has died",1458,unrelated
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,1347,unrelated
ISIS Hostage Alan Henning's Wife Invokes Sharia Law in New Plea,1263,unrelated
"Kim Jong Un hospitalized with two broken ankles, reportedly from wearing heels and being overweight",1634,unrelated
Indian civil servant sacked 'after 24-year sickie',1323,unrelated
Missing Mexican students 'not found in mass grave',1670,unrelated
That ESPN Domestic Violence Panel You Keep Hearing About Isn't Real,1384,unrelated
Meteorite strike in Nicaragua puzzles experts,2307,unrelated
Conde Nast's rat problem at One World Trade Centre: From red carpets to rodent droppings,713,discuss
Passenger Wears A Hazmat Suit To Dulles Airport,1549,unrelated
Man With Ebola-Like Symptoms Claims Contact With 'Patient Zero' in Texas,1252,discuss
'Snake wine' to the rescue of Kim Jong-un's love life,1185,unrelated
New policy could reduce marijuana possession arrests,1867,unrelated
ISIS Beheads Kidnapped Photojournalist James Wright Foley in Horrific Video Message to the U.S.,2115,unrelated
Report: NYPD to stop arresting people for minor marijuana offenses,1836,unrelated
"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",1009,unrelated
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,34,unrelated
"Macaulay Culkin Dead? Hoax Goes Viral, Claims Actor Found Dead in Apartment",1502,unrelated
BREAKING: ISIS USES CHEMICAL WEAPONS – Murders 300 Iraqi Soldiers in Chlorine Gas Attack,636,agree
Rumor Fatigue Sets In at False Alarms of Castro’s Death,1832,unrelated
"Mexico hit by student massacre: At least 17 anti-corruption protesters 'rounded up, murdered and dumped in a mass grave' - and another 26 are missing",251,unrelated
Tiger Woods serving secret PED suspension?,1589,unrelated
"No, Banksy hasn’t been arrested",431,unrelated
From bendgate to hairgate: Now iPhone 6 users complain the device is ripping out their hair,2303,unrelated
Hoax 'Banksy Arrested in London' Story Dupes the Internet Again,1544,unrelated
"Amazon to launch first brick-and-mortar store, report says",195,unrelated
Rapper identified as James Foley's executioner: reports,591,unrelated
Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,513,unrelated
"Christian Bale passes on role of Steve Jobs, actor reportedly felt he wasn't right for part",1226,agree
Missing Libyan aircraft spark fears of 9/11-style attack in North Africa,1588,unrelated
A New iOS 8 Bug Can Delete All Of Your iCloud Documents,906,unrelated
Shots Heard In Alleged Brown Shooting Recording [AUDIO],321,unrelated
US hostage Luke Somers dies after rescue bid,40,unrelated
Alleged Audio of Michael Brown Shooting Doesn’t Sound Good for Officer Darren Wilson,2248,unrelated
"Audio captured at time of Michael Brown shooting, company says",2403,unrelated
"These LEGO Instructions from 1974 Are Awesome (And Yes, They're Real)",1582,agree
Dog abandoned at Scotland train station with suitcase,667,unrelated
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,1048,unrelated
Street Artist BANKSY Arrested? Again?,2362,discuss
New Audio Recording From Ferguson May Capture Michael Brown Shooting,1832,unrelated
