Headline,Body ID,Stance
Meteorite 'caused mysterious boom in Nicaragua',1179,unrelated
A Man Says Comcast Called His Boss And Got Him Fired After He Complained About Its Service,2149,discuss
"Apple Watch Battery Life Currently 'About a Day', but May Improve for 2015 Launch",1898,discuss
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,2192,unrelated
NYC relaxes response to marijuana possession,2237,discuss
British Man Slaps People If They Sneeze In Public,1256,unrelated
"Cook said to confirm Apple Watch is showerproof, lasts a day",662,unrelated
Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,503,unrelated
Al-Shabaab co-founder confirmed killed by US air strike in Somalia,1423,discuss
Watch NAKED airport worker walk through scanner in bizarre protest against 'rough' guards,2526,unrelated
Woman spends a week in KFC to get over her break up,2414,agree
Mexico police find mass grave near site 43 students vanished,251,unrelated
Rajasthan: Angry mob teaches rapist a lesson; chops penis off,2115,agree
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,2109,unrelated
It’s Okay To Laugh About The Fact That The Vogue Rat Infestation is Getting Worse,2520,discuss
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,533,unrelated
Magic Mushrooms Found on Buckingham Palace Grounds,2528,unrelated
Steve Jobs Biopic Eyes Seth Rogen to Play Apple Co-Founder Steve Wozniak,251,unrelated
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,2060,discuss
Constipated goldfish operated on by North Walsham vet,1467,unrelated
"Obama, Outraged Over Beheading, Vows to Stay on Course",1905,unrelated
Missing American journalist reportedly beheaded by Islamic State ,446,discuss
Tropical spider 'burrowed under man's skin through scar' - video report,1530,unrelated
Man chops off own penis after being dumped by his girlfriend,827,agree
Mum faces real-life Sophie's Choice – as she tries to sell her son to fund daughter's care,2296,unrelated
ISIL militant 'Jihadi John' named by media,2091,unrelated
Nun gives birth to surprise baby after complaining of stomach pains,1406,unrelated
Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus,225,unrelated
Isis tells mother on rescue mission :’You’ve just eaten your son’,26,unrelated
11 aircraft are missing from ‘terrorist-held’ Tripoli airport ahead of 9/11 anniversary,723,unrelated
Banksy's illustrated response to the Charlie Hebdo attack isn't by Banksy. But it is striking,428,disagree
"Apple to Take Reservations for Trying On Apple Watch, Considered Platinum Model",1829,unrelated
Christian Bale Won't Play Steve Jobs After All,1131,disagree
Chugging eggnog at office party lands man in hospital,2440,unrelated
Seth Rogen Is Woz,1539,unrelated
"The rapper, the hacker and the terror travel guide writer. Is one of these British extremists Jihadi John? Three potential Islamic State 'Beatles' emerge as MI5 'zeroes in' on murderer who beheaded U.S. journalist James Foley",760,unrelated
Texas plumber's truck spotted in Syria: 'We have nothing to do with terror at all',2344,discuss
Have Kanye & Kim Been Banned From Future Grammy Ceremonies?,2048,discuss
‘Photo of slain IS leader’ reported to be doctored,394,unrelated
It’s About To Get Harder To Be Arrested For Pot Possession In New York City,666,unrelated
"Op-Ed: Hoax – Priest who never existed claims he died, saw female God",586,unrelated
Michael Brown shooting audio caught on tape?,1438,unrelated
Italian catches huge wels catfish; is it a record?,1028,agree
"Report: ISIS kidnaps Canadian-Israeli, former IDF soldier who went to fight with the Kurds",1893,discuss
That’s one way to clean it: Apple Watch will reportedly survive a trip through the shower,1028,unrelated
"In Vogue vs Rats War, the Rats Are Winning",1686,unrelated
Libya: Missing Libya Planes Spark Security Concerns,299,unrelated
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,1506,unrelated
ISIS Beheads American Journalist,115,unrelated
"Rats at Vogue's NYC offices - watch your step, Anna Wintour",1543,discuss
"Unconfirmed: ISIS Claims Kayla Mueller, American Female Hostage, Is Dead",1260,unrelated
HBO Reportedly in Talks with Apple for Launch of New Unbundled Streaming Service,1074,discuss
"Boko Haram claims to have German hostage, denies ceasefire",1906,unrelated
Isis claims to behead US journalist,1747,agree
ISIS video showing beheading triggers international response,15,unrelated
US officials: Video shows American's execution,1336,discuss
ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,1921,unrelated
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,1157,disagree
Saudi Arabia 'fatwa over building of snowmen',972,unrelated
"Brian Williams: No, Our Meteorologist Was Not Peeing on Live TV",2473,unrelated
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,130,unrelated
Angry mob hacks off alleged rapist's genitals with meat cleaver after dragging him into butchers,1854,unrelated
The 'cub of Baghdadi': Has this boy become the youngest victim of Isis’s use of child soldiers?,1024,discuss
"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS",1594,disagree
Rumor Robert Plant Ripped Up $800 Million Contract To Reunite Led Zeppelin Called 'Rubbish',1627,unrelated
"Pumpkin Spice Condoms, And 6 Other Flavors That Aren’t Happening",788,unrelated
Michelle Obama Not Blurred Out on Saudi TV,1531,unrelated
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,839,discuss
ISIS Beheads American Journalist James Foley in Video Message to U.S.,1034,unrelated
A Predator Drone Has Reportedly Been Spotted Circling Above ISIS's Capital City,2118,unrelated
Wife and son of Isil leader Abu Bakr al-Baghdadi 'detained at Lebanon border',1267,discuss
Chinese advised to choose British-sounding names to get ahead,761,unrelated
Missing Libyan jetliners raise fears of terror attacks on 9/11,2448,discuss
DHS Rebuffs Congressman’s Claim ISIS Infiltrating Southern Border,1565,unrelated
KIM DINE WITH ME: Porky president Kim Jong-un to open UK restaurant serving DOG,2418,discuss
Audio recording allegedly captures moment Michael Brown was shot,2118,discuss
Media Fooled Again? Story Claims 7 of 28 Girls On School Trip Came Home Pregnant,2304,agree
Doctors confirmed the first case of death from ingesting GMOs,578,discuss
ISIS Appears To Behead American Photojournalist In YouTube Video,1679,discuss
"What was fake on the Internet this week: Obama’s peace prize, pumpkin-spice condoms and insane winter snow",633,unrelated
Axl Rose Found Dead of Sh*tty Hoax Website at Age 52,144,unrelated
Kim Jong-Un 'in hospital with two fractured ankles' after ballooning to around 20 stone and going on numerous 'meet the people' walkabout PR stunts,2125,unrelated
Reports say North Korea's Kim insists on being the only Jong Un,734,unrelated
‘Photo of slain IS leader’ reported to be doctored,35,unrelated
Reports: Islamic State uses chlorine gas against Iraqi forces,2489,unrelated
ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,1351,unrelated
A Spider Lived Inside This Tourist’s Body For 3 Days After Burrowing Into His Skin Through A Scar,43,unrelated
Whiz kid stock picker: I didn't actually make $72M trading,2252,unrelated
Rat problem worsens at One World Trade Center offices of Conde Nast,2520,discuss
"Nigeria's missing girls 'to be released by Boko Haram', government aide claims",344,unrelated
"Audio captured at time of Michael Brown shooting, company says",944,discuss
Eye-catching! Rare sighting of Anna Wintour without her trademark sunglasses as she leaves 'rat-infested' Vogue office,36,unrelated
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,2268,unrelated
Federal Judge: Enough With the Stupid Names,748,unrelated
ISIS Reportedly Beheads American Photojournalist in Iraq,1679,discuss
Does ISIS Have Ebola? Probably Not! Media Reports It Anyway,5,unrelated
Has Kim Yo-Jong Taken Over For Kim Jong Un? Sister Assumes North Korea State Duties While Brother Undergoes Medical Treatment,2344,discuss
"Apple Reportedly Preparing 12-inch MacBook Air, Thinner and Lighter than Existing Models",2039,discuss
Female teacher facing sack after making SEX TAPE with teenager,379,disagree
Nigeria Boko Haram blamed for raids despite truce claim,2272,discuss
Turkish Leader Says U.S. Airdrop Aided ISIS Militants,2483,unrelated
CNN audio: Is this the moment Michael Brown was shot?,1974,unrelated
GCPD Solved Stolen Batmobile Case?,2062,discuss
Penis Spray-Painted on a $2.5 Million Car Was Just for a Prank Video,124,agree
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",1295,discuss
Alleged audio of Michael Brown shooting released,450,unrelated
Hidden Diagnostic Port on Apple Watch Could Allow for Smart Band Accessories [Updated],1393,unrelated
Report: Jose Canseco accidentally shot,2230,unrelated
'Jihadi John' identified: ISIS killer named as Mohammed Emwazi from West London,1780,discuss
CNN Posts Alleged Audio of Michael Brown Shooting,56,unrelated
Rapper Big Bank Hank of Sugarhill Gang dies at 57,234,unrelated
"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012",1336,discuss
Video Messaging App Says Audio Recording Of Michael Brown's Shooting Is Authentic,1435,unrelated
Cheeky vandals paint giant penis on bonnet of £1.5 million Bugatti Veyron sportscar,1320,unrelated
"Tropical spider burrows under man's skin, lives there for three days",1883,unrelated
Is Kim Jong-Un Really Opening a Restaurant in Scotland?,1312,unrelated
Senator: Detainees swapped for Bergdahl have contacted militants,304,unrelated
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",1922,disagree
That Boko Haram Ceasefire in Nigeria Isn’t A Ceasefire,40,unrelated
#Hairgate: iPhone 6 users say device pulls out hair,161,unrelated
"Accused Boston Marathon Bomber Severely Injured In Prison, May Never Walk Or Talk Again",1708,unrelated
VIDEO: Son Stuns Parents By Paying Off Their Mortgage As Christmas Surprise,950,unrelated
Rumor debunked: RoboCop-style robots are not patrolling Microsoft's campus,0,unrelated
Canadian official identifies dead Ottawa gunman as Michael Zehaf-Bibeau,186,unrelated
Missing Mexico students not among 28 bodies found in mass grave,1984,discuss
"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",734,unrelated
Predator Drone Reportedly Spotted Over ISIS Stronghold,2469,discuss
Christian Bale won't play Steve Jobs,634,unrelated
Parliament Hill shooting: Sergeant-At-Arms Kevin Vickers the family hero who took down Ottawa gunman,342,unrelated
New ISIS Video Shows Militants Seizing Weapons Airdropped By US Near Kobani,1597,unrelated
Sugarhill Gang rapper Big Bank Hank dead at 57,281,unrelated
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,402,unrelated
Boyfriend cuts off his penis and throws it in the bin after girlfriend dumps him for being bad in bed,1517,agree
TBS Is Probably Speeding Up ‘Seinfeld’ Reruns To Fit In More Commercials,1125,unrelated
Jilted lover chops off his penis after girlfriend dumps him,1379,unrelated
Report: Apple Watch to Ship in March,808,unrelated
ESPN’s Domestic Abuse Tonight Panel Will Be 100% Dudes,1500,disagree
Saudi Arabia 'fatwa over building of snowmen',2167,agree
Christian Bale to play Steve Jobs in upcoming biopic,1077,unrelated
Tim Cook Reportedly Reveals Apple Watch Waterproofing Has Improved,737,unrelated
ISIS leader dead?,280,unrelated
FBI Probing Alleged Audio of Michael Brown Shooting,195,unrelated
NBC weatherman caught urinating in the woods live on air,1125,unrelated
Journalist James Wright Foley reportedly beheaded by ISIS,938,unrelated
"These LEGO Instructions from 1974 Are Awesome (And Yes, They're Real)",779,unrelated
ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,267,unrelated
BiH: Seven Primary School Students Pregnant After Five-Day Excursion,821,unrelated
Breaking: Soldier shot at National War Memorial in Ottawa,964,unrelated
Street Artist BANKSY Arrested? Again?,1884,agree
"Gold Apple Watch Edition Could Cost As Much As $1,200",2254,unrelated
Questions raised over Nicaragua 'meteorite',388,unrelated
Everyone chill! Banksy has NOT been arrested,1686,unrelated
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",1857,unrelated
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,1004,unrelated
ISIS Beheads Kidnapped Photojournalist James Wright Foley in Horrific Video Message to the U.S.,2261,unrelated
Elderly Woman Arrested for Kidnapping Neighbor’s Cats & Making Fur Coats,1899,unrelated
Texas City plumber's truck ends up in Syrian war,958,unrelated
#RIPFidel fuels false rumors of Cuban leader's death after another Fidel Castro dies,2506,discuss
An audio recording of the Michael Brown shooting has reportedly surfaced,1786,unrelated
ISIS Reportedly Beheads American Photojournalist in Iraq,26,unrelated
URGENT: ISIS kills 300 Iraqi soldiers by chlorine gas attack in Saqlawiyah,693,unrelated
ISIS leader ‘killed’ in US airstrikes,1744,discuss
Militant Group Says It Killed American Journalist in Syria,2526,unrelated
Vogue’s Rat Infestation: Disturbing New Details,1020,unrelated
Guantanamo Detainee Exchanged for American POW Attempts a Return to Battle,2524,discuss
ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,2501,unrelated
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,2067,agree
"Bosnia: Seven underage girls return from five day school trip, pregnant",1221,unrelated
"Boko Haram denies cease-fire, leader says he married off kidnapped girls",1372,unrelated
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',2147,unrelated
"No, Banksy hasn’t been arrested",1883,unrelated
Rumors Of Fidel Castro's Death Circulate After Prolonged Absence From Public Life,2506,discuss
'Jihadi John' named as Mohammed Emwazi from London,1308,unrelated
"'Star Wars VII' News, Update: JJ Abrams Pushing for Summer Release?",808,unrelated
"Christian Bale passes on role of Steve Jobs, actor reportedly felt he wasn't right for part",1234,unrelated
Isis claims to behead US journalist,2109,unrelated
Man who SLAPS people if they sneeze in public being hunted by police,859,unrelated
The iPhone 6 'Hairgate' Is Not a Thing,1738,discuss
ESPN’s All-Male “Monday Night Football” Panel On Domestic Violence Is Not Real,1020,unrelated
Isis leader Abu Bakr al-Baghdadi's 'wife and son detained in Lebanon',1468,disagree
We took a look at the photo said to show the body of Islamic State leader Abu Bakr Al-Baghdadi (right) and found it was really an ethnic Albanian militant killed in 2013,1254,discuss
Cannibal mum tries to EAT her own baby shortly after giving birth,2434,unrelated
Soldier shot at War Memorial; multiple shots fired in Parliament,1253,unrelated
Fence Jumper Made It Deeper Into the White House Than Secret Service Claims,161,unrelated
U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,938,unrelated
Bodies In Mexico Mass Grave Apparently Not Those Of Missing Students,1825,unrelated
Experts: More facts needed on purported audio recording of Michael Brown shooting,968,unrelated
YPG Confirms: Gill Rosenberg Not Captured in Kobani,1774,discuss
Islamic State militants claim to behead missing American journalist,2070,unrelated
"Is North Korea, world's most secret state, really planning a new restaurant in Scotland?",2309,discuss
"UNIVERSITY DROPS TERM ‘FRESHMAN,’ REPLACES IT WITH ‘FIRST-YEAR’",1393,unrelated
Report: Israeli-Canadian woman fighting Islamic State has been kidnapped by terror group,413,unrelated
Magic mushrooms found at Buckingham Palace,2424,unrelated
Meteorite leaves crater in Nicaraguan capital Managua,1900,unrelated
Guru who ordered 400 followers to be castrated 'so they could be closer to God' is investigated for grievous bodily harm in India,1802,unrelated
"In Kim Jong Un's absence, his sister may rule. Or not.",2344,discuss
Christian Bale quits Steve Jobs movie,286,unrelated
Kim Jong-un 'Had Surgery on Fractured Ankles',1480,discuss
ISIL video claims beheading of kidnapped journalist James Foley,1857,unrelated
ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,1376,discuss
‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,1574,unrelated
20 year old burger? McDonald's burger purchased in 1995 hasn't aged a bit,2495,unrelated
"Omar Gonzalez, White House Fence-Jumper, Made it Farther Inside",508,unrelated
Macaulay Culkin dead hoax: Fake death report spreads on social networks,690,unrelated
CNN Expert on Brown Audio: At First I Thought ‘Someone’s Trying to Punk CNN’,1776,discuss
"Islamic State Training Pilots in Military Jets, Monitors Say",687,unrelated
Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,2184,unrelated
Reports of missing Libyan planes raise 9/11 terror fears,2162,discuss
"The rapper, the hacker and the terror travel guide writer. Is one of these British extremists Jihadi John? Three potential Islamic State 'Beatles' emerge as MI5 'zeroes in' on murderer who beheaded U.S. journalist James Foley",1478,unrelated
"Apple Watch Pricing to Reportedly Start at $500 for Stainless Steel, $4,000 for Gold",10,unrelated
Rajasthan: Angry mob teaches rapist a lesson; chops penis off,368,unrelated
CNN Plays Alleged Recording of Michael Brown Shooting,2328,unrelated
Missing Planes,2317,unrelated
#Hairgate: iPhone 6 users say device pulls out hair,1256,unrelated
Boko Haram denies truce to release kidnapped schoolgirls,40,unrelated
Meteorite leaves crater in Nicaraguan capital Managua,971,unrelated
Batmobile wasn't stolen: Cops,1494,unrelated
James Foley remembered as 'brave and tireless' journalist,1721,unrelated
CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,1950,unrelated
Islamic State 'training pilots to fly fighter jets',651,unrelated
"'See you Monday': N.L. man keeps Facebook promise to police, turns himself in  Read more: http://www.ctvnews.ca/canada/see-you-monday-n-l-man-keeps-facebook-promise-to-police-turns-himself-in-1.2206960#ixzz3QEDaSGxU",2524,discuss
"Islamic State Militants Have Been Flying 3 Captured Warplanes Over Syrian Airport, Witnesses Say",819,unrelated
Google to Buy Redwood City Offices for $585M,1299,unrelated
That's one way to get through security! Frustrated traveller strips completely NAKED at airport to pass through metal detectors,1733,agree
"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",511,unrelated
#Hairgate trends on social media: iPhone 6 users complain of ripped out hair,1519,discuss
ISIS Getting Ebola,1289,unrelated
"Amazon reportedly launching free, ad-supported video service (updated)",932,unrelated
Audio recording of Michael Brown being gunned down WAS made at the time he was killed: App company appears to confirm tape of ELEVEN bullets being fired - including final volley of 'kill shots',1289,unrelated
Government fires employee who skipped work for 24 years,2281,unrelated
Rapper identified as James Foley's executioner: reports,330,discuss
"One gunman killed in shooting on Parliament Hill in Ottawa, hunt on for other shooters",1466,discuss
"Calm down everyone, Banksy hasn't been arrested: 9 clues that it's a hoax",258,unrelated
"‘Teletubbies’ Sun Baby: Fans Freak Out Over Jess Smith, 19",2344,unrelated
Crank-Boosting Behind Top Apps in App Store,2087,unrelated
American Predator Drone Circling Islamic State’s Stronghold,35,unrelated
Watch: US marine survives Taliban sniper headshot in Afghanistan,2421,unrelated
Video Messaging App Says Audio Recording Of Michael Brown's Shooting Is Authentic,321,unrelated
Utah Man Hospitalized After Winning Eggnog Chugging Contest,2509,unrelated
ISIS Appears To Behead American Photojournalist In YouTube Video,1009,unrelated
Did a Meteorite Impact in Nicaragua over the Weekend?,1071,discuss
SHOCKING: Indian Man's Penis Cut-off After He Was Caught Attempting Rape [Photos],2523,unrelated
US hostage Luke Somers dies after rescue bid,1670,unrelated
LOL: RICH JOHNSTON SAYS THE BATMOBILE HAS BEEN STOLEN IN DETROIT,1939,discuss
DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter,720,discuss
Man chops off his own penis after girlfriend told him he was no good in bed,1410,agree
#Hairgate: iPhone 6 users say device pulls out hair,403,unrelated
The Guy Who Said a Spider Burrowed Under His Skin? Experts Say…,1342,unrelated
"Once Again, The Banksy 'Arrest' Is A Giant Hoax. Repeat: A Hoax.",1293,discuss
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,568,unrelated
Islamic State militants claim to behead missing American journalist,1347,unrelated
Meteorite strike in Nicaragua puzzles experts,1735,unrelated
"12in Retina MacBook Air release date rumours: All-new 12in MacBook Air design for 2015, launching at WWDC?",1863,unrelated
"Audio captured at time of Michael Brown shooting, company says",2044,unrelated
"Big Bank Hank, co-founder of the Sugarhill Gang, has died",752,unrelated
Turkish president says American weapons drop for Kurdish fighters was 'wrong' after supplies end up in the hands of ISIS,2009,unrelated
"Soldier, Gunman Killed In Shooting Incident Near Canadian Parliament",1988,unrelated
DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter,651,unrelated
Steve Jobs Biopic Eyes Seth Rogen to Play Apple Co-Founder Steve Wozniak,712,discuss
Christian Bale in Talks to Play Steve Jobs (Exclusive),2017,discuss
Meet the X-BOY: Electric shock turns kid into MAGNETO,1839,unrelated
iOS 8 bug reportedly erases iCloud Drive documents when settings are reset,2033,discuss
An audio recording of the Michael Brown shooting has reportedly surfaced,2220,discuss
BREAKING: ISIS Beheads American Journalist James Wright Foley,1786,unrelated
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1679,discuss
"Google to buy big chunk of Pacific Shores, iconic Redwood City office park",2252,unrelated
Insurgents killed in Nigeria despite alleged truce with Boko Haram,2070,unrelated
Apple Watch to sell 15M units in 2015 and ‘ignite global smartwatch market’,1556,unrelated
"Meteorite makes big crater in Nicaragua, government says",1622,discuss
Conflicting reports on alleged IS capture of Canadian woman,2037,discuss
Pumpkin Spice condoms? Don't fall for this hoax.,1212,unrelated
Source: Tom Brokaw Wants Brian Williams Fired,1794,discuss
DHS: GOP Rep.’s Claim ISIS Members Caught at U.S. Border ‘Categorically False’,505,unrelated
"Mexico hit by student massacre: At least 17 anti-corruption protesters 'rounded up, murdered and dumped in a mass grave' - and another 26 are missing",2283,discuss
Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,2125,unrelated
US confirms death of Somalia terror group leader,1306,agree
ISIS Militants Allegedly Contracted Ebola,511,unrelated
Pictured: Recent Muslim convert Michael Zehaf-Bibeau who shot dead a solider and opened fire on Canadian Parliament,1266,unrelated
Matt Taibbi on leave of absence from First Look Media,1921,discuss
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,830,unrelated
"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",879,unrelated
"Despite ceasefire announcement, new Boko Haram attacks reported",1439,unrelated
ISIS Militant “Jihadi John” Identified As Young West Londoner,77,unrelated
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,1873,unrelated
Iraq: US to Probe ISIS' Chlorine Attack on Iraqi Security Personnel,1136,discuss
Does ISIS have an airforce? Terrorist 'fighter pilots' are being trained on captured MiGs by Saddam Hussein's ex-air force officers,819,unrelated
Did a plumber's pick-up truck from Texas end up carrying an anti-aircraft gun for Islamic fighters on the front lines of Syria?,1361,discuss
"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",2078,unrelated
Everyone chill! Banksy has NOT been arrested,2362,agree
Christian Bale in Talks to Play Steve Jobs (Exclusive),682,unrelated
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,1003,unrelated
Priest who died for 48 minutes says he met God and she’s a woman,1040,unrelated
CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,2234,agree
"Dead for 48 minutes, Catholic Priest claims God is female",1549,disagree
Missing Mexico students not among 28 bodies found in mass grave,2385,unrelated
"Video showing American journalist beheaded believed real, officials and family say",1143,unrelated
Sugarhill Gang Rapper ‘Big Bank Hank’ Dies at 57,752,unrelated
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,755,disagree
A Wanted Man Responded To A Police Facebook Post That He Would Turn Himself In,241,unrelated
"Spider burrowed into appendix scar, crawled through WA man's body",1293,unrelated
Apple may launch 12-inch MacBook Air with Retina Display,1097,unrelated
Tropical spider burrows under man's skin through scar,1805,unrelated
Report of Kim Jong-un’s ankle injury add fuel to rumours about his absence,2022,discuss
Nun complains of stomach pains... and GIVES BIRTH: Sister who had 'no idea' she was pregnant has a baby boy at hospital in Italy,699,unrelated
Abdel-Majed Abdel Bary in Foley beheading: London rapper songs help identify him,1036,discuss
‘Islamic tribunal confirmed in Texas’,1436,discuss
Senator: Detainees swapped for Bergdahl have contacted militants,1661,unrelated
Meteorite Leaves House-Sized Crater in Nicaragua’s Capital,586,unrelated
Christian Bale In Talks To Play Steve Jobs In Sony's Next Biopic,1841,disagree
Journalist James Wright Foley reportedly beheaded by ISIS,1295,unrelated
"No, Islamic State Militants Have Not Been Caught by U.S. Border Patrol",80,unrelated
Banksy 'Arrested & Real Identity Revealed' Is The Same Hoax From Last Year,1011,discuss
IS Militants Kill 300 Iraqi Soldiers with Chlorine Gas,500,discuss
Tropical spider 'burrowed under man's skin through scar' - video report,1422,unrelated
A bunch of cool health features were cut from the Apple Watch at the last minute,1900,unrelated
Fence jumper reportedly made it much further into White House than Secret Service said,2303,discuss
URGENT: ISIS kills 300 Iraqi soldiers by chlorine gas attack in Saqlawiyah,2024,unrelated
Meteorite Leaves House-Sized Crater in Nicaragua’s Capital,2475,unrelated
"Jose Canseco injured in accidental shooting, per reports",2266,unrelated
"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",5,unrelated
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,922,discuss
Ferguson riots: audio may have captured Michael Brown shooting,2354,unrelated
Cheese addiction breaks Kim Jong-un's ankles,1519,unrelated
Accountant Claims Comcast Got Him Fired From His Job for Reporting a Customer Service Issue,1814,unrelated
Nigeria Claims Boko Haram Will Release the Kidnapped Schoolgirls,2078,unrelated
"Bosnia: Seven underage girls return from five day school trip, pregnant",2097,agree
New Audio Allegedly Captures Moment Michael Brown Was Shot,1808,unrelated
Alleged Audio of Michael Brown Shooting Doesn’t Sound Good for Officer Darren Wilson,2317,unrelated
Nicaragua meteorite: Experts attempt to understand whether mysterious meteorite fell from passing Pitbull asteroid,1817,unrelated
"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012",1251,unrelated
NBC weatherman caught urinating in the woods live on air,1046,agree
"Sick Kansas City man said not to have Ebola, U.S. plans new steps to fight virus",2115,agree
"Hundreds of dog-lovers from around the world offer home to pet abandoned at the railway station with a suitcase containing his pillow, toy, bowl and favourite food",144,unrelated
Meteorite leaves crater in Nicaraguan capital Managua,269,unrelated
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",2272,discuss
Does Vogue's New Office Have a Rat Infestation?,944,unrelated
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,2147,discuss
Small Meteorite Strikes in Nicaragua's Capital City of Managua,185,disagree
"No, Banksy Didn't Create That 'Charlie Hebdo' Tribute Cartoon, But That Doesn't Mean You Can't Appreciate It",1873,unrelated
Kim Jong-un: obese leader 'fractured both ankles',2367,unrelated
CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,2345,discuss
Sugarhill Gang’s Big Bank Hank dead at 57,754,unrelated
Caught a catfish record in Po: 127 kg and 2.67 meters,0,unrelated
ISIS leader ‘killed’ in US airstrikes,2208,unrelated
Robert Plant Literally Ripped Up An $800 Million Contract To Reunite Led Zeppelin,2192,unrelated
Saudis Say Michelle Obama Not Blurred on TV,833,agree
Missing American journalist reportedly beheaded by Islamic State ,2147,unrelated
"Report: Stainless steel Apple Watch will be priced $500, gold at $5,000",1458,discuss
Christian Bale quits Steve Jobs movie,121,unrelated
Libya: Missing Libya Planes Spark Security Concerns,1312,agree
Missing Mexico students not among 28 bodies found in mass grave,712,unrelated
Hundreds mourn the 'death' of Fidel Castro after rumours sweep Twitter (but are they confusing him with recently departed Fidel Castro Odinga from Nairobi?),1648,unrelated
Is Kim Jong-un Opening North Korean Restaurant in Scotland?,1806,unrelated
New iOS 8 bug can delete all of your iCloud documents,1786,unrelated
See the Crater a Meteorite Made in Nicaragua,1731,disagree
"Apple Reportedly Preparing 12-inch MacBook Air, Thinner and Lighter than Existing Models",564,unrelated
Cheese addiction breaks Kim Jong-un's ankles,2042,unrelated
Nicaraguan commission on possible meteorite crash presents rock samples,1744,unrelated
Unconfirmed reports claim Canadian-Israeli Gill Rosenberg captured by ISIS,2445,unrelated
ISIS Executioner 'Jihadi John' Is Named as Mohammed Emwazi,2328,unrelated
Seth Rogen may play Steve Wozniak alongside Christian Bale as Steve Jobs,626,unrelated
Apple may launch 12-inch MacBook Air with Retina Display,2283,unrelated
"Gill Rosenberg, former IDF soldier, possibly captured by ISIS while fighting with Kurds",387,unrelated
Ferguson riots: audio may have captured Michael Brown shooting,816,discuss
Lebanon 'holding IS leader's daughter and ex-wife',1883,unrelated
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",573,unrelated
Video Messaging App Says Audio Recording Of Michael Brown's Shooting Is Authentic,1252,unrelated
